transaction_id,from_account,to_account,amount,timestamp,channel,device_id,ip_address,is_incoming,is_fraud,account_id,from_account_created_date,account_age_days,tx_hour,tx_dayofweek,is_new_beneficiary,prev_timestamp,last_tx_interval_seconds,rolling_tx_count_5,rolling_tx_sum_5,rolling_tx_mean_5,tx_count_last_1d
tx_8710,acc_327,merch_9,317.16,2025-06-05 08:35:00.000000,UPI,dev_327_0,133.70.127.78,0,0,acc_327,2024-10-06 03:27:51.501528,242,8,3,1,0,-1.0,1.0,317.16,317.16,0
tx_12874,acc_482,merch_57,65.59,2025-06-05 08:48:00.000000,mobile_app,dev_482_1,62.15.36.122,0,0,acc_482,2024-06-18 01:20:13.231874,352,8,3,1,0,-1.0,1.0,65.59,65.59,1
tx_9118,acc_342,merch_12,388.6,2025-06-05 10:27:00.000000,mobile_app,dev_342_0,119.223.89.171,0,0,acc_342,2025-06-09 23:39:04.117194,-5,10,3,1,0,-1.0,1.0,388.6,388.6,0
tx_12332,acc_461,merch_41,91.05,2025-06-05 10:38:00.000000,internet,dev_461_0,148.128.1.18,0,0,acc_461,2024-10-10 12:53:13.500304,237,10,3,1,0,-1.0,1.0,91.05,91.05,0
tx_12811,acc_480,merch_54,209.27,2025-06-06 07:43:00.000000,mobile_app,dev_480_0,21.187.142.173,0,0,acc_480,2025-01-09 11:12:09.639935,147,7,4,1,0,-1.0,1.0,209.27,209.27,0
tx_3634,acc_136,merch_11,243.94,2025-06-06 08:14:00.000000,mobile_app,dev_136_0,183.60.177.254,0,0,acc_136,2024-03-29 08:28:01.566837,433,8,4,1,0,-1.0,1.0,243.94,243.94,1
tx_341,acc_13,merch_48,389.49,2025-06-06 08:22:00.000000,UPI,dev_13_0,170.203.175.90,0,0,acc_13,2025-08-01 09:39:55.950621,-57,8,4,1,0,-1.0,1.0,389.49,389.49,1
tx_3899,acc_147,merch_66,358.39,2025-06-06 09:57:00.000000,mobile_app,dev_147_0,174.229.19.6,0,0,acc_147,2023-10-25 21:12:01.653033,589,9,4,1,0,-1.0,1.0,358.39,358.39,0
tx_11126,acc_416,merch_6,150.43,2025-06-06 10:20:00.000000,mobile_app,dev_416_1,48.94.217.141,0,0,acc_416,2023-10-12 16:05:09.000231,602,10,4,1,0,-1.0,1.0,150.43,150.43,0
tx_7526,acc_282,merch_68,195.64,2025-06-06 10:41:00.000000,internet,dev_282_0,201.216.179.126,0,0,acc_282,2024-01-11 01:11:50.727875,512,10,4,1,0,-1.0,1.0,195.64,195.64,0
tx_12123,acc_453,merch_13,252.31,2025-06-06 10:42:00.000000,internet,dev_453_0,182.49.34.29,0,0,acc_453,2024-03-15 12:46:29.663971,447,10,4,1,0,-1.0,1.0,252.31,252.31,1
tx_1653,acc_62,merch_45,112.98,2025-06-06 11:24:00.000000,internet,dev_62_0,113.25.15.147,0,0,acc_62,2024-09-07 17:08:34.019277,271,11,4,1,0,-1.0,1.0,112.98,112.98,0
tx_6435,acc_242,merch_14,217.99,2025-06-06 11:57:00.000000,internet,dev_242_0,107.4.4.19,0,0,acc_242,2025-01-28 01:07:34.784429,129,11,4,1,0,-1.0,1.0,217.99,217.99,1
tx_4299,acc_162,merch_40,484.06,2025-06-06 11:57:00.000000,internet,dev_162_0,111.0.181.213,0,0,acc_162,2024-01-25 22:11:32.103489,497,11,4,1,0,-1.0,1.0,484.06,484.06,0
tx_12664,acc_474,merch_8,456.12,2025-06-07 07:10:00.000000,internet,dev_474_1,79.193.85.95,0,0,acc_474,2024-11-02 10:21:32.010973,216,7,5,1,0,-1.0,1.0,456.12,456.12,1
tx_6189,acc_233,merch_41,255.9,2025-06-07 07:22:00.000000,UPI,dev_233_0,114.35.25.5,0,0,acc_233,2025-02-10 19:24:01.748822,116,7,5,1,0,-1.0,1.0,255.9,255.9,0
tx_8412,acc_316,merch_54,498.06,2025-06-07 08:06:00.000000,internet,dev_316_0,77.168.177.74,0,0,acc_316,2025-02-24 19:32:16.412102,102,8,5,1,0,-1.0,1.0,498.06,498.06,1
tx_12061,acc_451,merch_9,111.25,2025-06-07 09:24:00.000000,internet,dev_451_0,164.154.42.253,0,0,acc_451,2025-03-01 07:39:23.606573,98,9,5,1,0,-1.0,1.0,111.25,111.25,0
tx_6726,acc_253,merch_17,416.85,2025-06-07 10:22:00.000000,internet,dev_253_1,191.83.81.222,0,0,acc_253,2024-05-18 15:37:17.603971,384,10,5,1,0,-1.0,1.0,416.85,416.85,0
tx_12989,acc_487,merch_67,333.84,2025-06-08 08:51:00.000000,UPI,dev_487_0,191.104.149.154,0,0,acc_487,2024-02-14 11:59:10.614856,479,8,6,1,0,-1.0,1.0,333.84,333.84,0
tx_6946,acc_262,merch_35,291.92,2025-06-08 09:42:00.000000,mobile_app,dev_262_0,144.39.158.160,0,0,acc_262,2025-05-10 23:28:27.819151,28,9,6,1,0,-1.0,1.0,291.92,291.92,0
tx_1445,acc_55,merch_42,220.93,2025-06-08 09:43:00.000000,mobile_app,dev_55_0,125.71.97.241,0,0,acc_55,2024-12-14 07:09:49.979837,176,9,6,1,0,-1.0,1.0,220.93,220.93,1
tx_48,acc_1,merch_66,236.1,2025-06-08 09:52:00.000000,mobile_app,dev_1_1,189.108.180.212,0,0,acc_1,2024-12-05 21:38:48.058394,184,9,6,1,0,-1.0,1.0,236.1,236.1,0
tx_4765,acc_179,merch_38,163.71,2025-06-08 09:56:00.000000,internet,dev_179_0,121.135.97.60,0,0,acc_179,2023-10-29 23:01:12.285728,587,9,6,1,0,-1.0,1.0,163.71,163.71,0
tx_7709,acc_289,merch_16,115.81,2025-06-08 11:50:00.000000,internet,dev_289_1,53.244.205.244,0,0,acc_289,2025-07-28 02:22:24.449478,-50,11,6,1,0,-1.0,1.0,115.81,115.81,0
tx_589,acc_23,merch_31,141.5,2025-06-09 07:32:00.000000,internet,dev_23_0,64.241.202.234,0,0,acc_23,2025-06-03 20:00:29.183676,5,7,0,1,0,-1.0,1.0,141.5,141.5,0
tx_7071,acc_266,merch_14,398.8,2025-06-09 09:38:00.000000,UPI,dev_266_0,4.67.98.2,0,0,acc_266,2024-04-05 04:05:23.641830,430,9,0,1,0,-1.0,1.0,398.8,398.8,0
tx_5247,acc_198,merch_12,149.9,2025-06-09 10:11:00.000000,mobile_app,dev_198_1,209.81.118.182,0,0,acc_198,2024-02-14 04:42:45.714654,481,10,0,1,0,-1.0,1.0,149.9,149.9,0
tx_2199,acc_82,merch_67,416.85,2025-06-09 10:14:00.000000,UPI,dev_82_0,101.41.145.103,0,0,acc_82,2024-12-27 07:23:32.185778,164,10,0,1,0,-1.0,1.0,416.85,416.85,0
tx_8574,acc_322,merch_46,87.09,2025-06-09 10:48:00.000000,internet,dev_322_0,6.71.132.143,0,0,acc_322,2024-05-23 13:51:16.947784,381,10,0,1,0,-1.0,1.0,87.09,87.09,0
tx_12632,acc_473,merch_75,462.84,2025-06-09 11:46:00.000000,mobile_app,dev_473_0,137.192.214.201,0,0,acc_473,2023-12-20 08:28:46.132633,537,11,0,1,0,-1.0,1.0,462.84,462.84,1
tx_3409,acc_128,merch_79,409.12,2025-06-10 07:42:00.000000,internet,dev_128_0,217.166.244.167,0,0,acc_128,2024-09-04 21:28:05.364856,278,7,1,1,0,-1.0,1.0,409.12,409.12,0
tx_8913,acc_335,merch_47,111.71,2025-06-10 08:13:00.000000,mobile_app,dev_335_0,119.140.89.7,0,0,acc_335,2025-07-03 16:34:53.150245,-24,8,1,1,0,-1.0,1.0,111.71,111.71,2
tx_3922,acc_148,merch_34,170.78,2025-06-10 09:34:00.000000,mobile_app,dev_148_1,71.76.54.100,0,0,acc_148,2024-10-18 07:10:36.375262,235,9,1,1,0,-1.0,1.0,170.78,170.78,0
tx_3572,acc_134,merch_0,250.13,2025-06-10 11:55:00.000000,mobile_app,dev_134_1,39.210.163.40,0,0,acc_134,2025-04-19 21:38:44.069376,51,11,1,1,0,-1.0,1.0,250.13,250.13,0
tx_3966,acc_150,merch_9,163.26,2025-06-12 07:33:00.000000,UPI,dev_150_0,178.105.75.69,0,0,acc_150,2024-03-19 18:36:30.526001,449,7,3,1,0,-1.0,1.0,163.26,163.26,0
tx_5562,acc_210,merch_61,264.27,2025-06-12 07:57:00.000000,internet,dev_210_0,72.197.52.50,0,0,acc_210,2024-11-02 00:34:15.980695,222,7,3,1,0,-1.0,1.0,264.27,264.27,0
tx_3713,acc_139,merch_11,299.4,2025-06-12 09:11:00.000000,UPI,dev_139_1,132.116.22.108,0,0,acc_139,2025-07-23 19:00:59.276159,-42,9,3,1,0,-1.0,1.0,299.4,299.4,0
tx_4424,acc_166,merch_50,101.25,2025-06-12 09:34:00.000000,internet,dev_166_0,211.72.106.64,0,0,acc_166,2025-04-28 12:57:19.699230,44,9,3,1,0,-1.0,1.0,101.25,101.25,0
tx_10925,acc_408,merch_60,222.34,2025-06-12 10:34:00.000000,UPI,dev_408_1,14.27.81.46,0,0,acc_408,2023-11-09 20:57:40.293155,580,10,3,1,0,-1.0,1.0,222.34,222.34,0
tx_5506,acc_208,merch_18,190.35,2025-06-12 11:10:00.000000,UPI,dev_208_0,184.243.120.198,0,0,acc_208,2025-04-08 08:09:47.764241,65,11,3,1,0,-1.0,1.0,190.35,190.35,1
tx_10444,acc_391,merch_63,285.35,2025-06-12 11:44:00.000000,mobile_app,dev_391_0,133.182.224.54,0,0,acc_391,2024-01-04 09:47:41.544497,525,11,3,1,0,-1.0,1.0,285.35,285.35,0
tx_5349,acc_202,merch_47,258.38,2025-06-13 07:23:00.000000,mobile_app,dev_202_0,179.101.219.219,0,0,acc_202,2024-05-17 05:33:24.975863,392,7,4,1,0,-1.0,1.0,258.38,258.38,0
tx_3303,acc_125,merch_70,244.33,2025-06-13 07:36:00.000000,internet,dev_125_1,197.0.171.126,0,0,acc_125,2024-06-07 10:09:19.813381,370,7,4,1,0,-1.0,1.0,244.33,244.33,0
tx_3464,acc_130,merch_19,370.25,2025-06-13 08:29:00.000000,internet,dev_130_0,29.196.49.97,0,0,acc_130,2024-12-10 14:17:45.749250,184,8,4,1,0,-1.0,1.0,370.25,370.25,0
tx_7865,acc_295,merch_11,282.03,2025-06-13 09:12:00.000000,internet,dev_295_0,148.11.60.59,0,0,acc_295,2024-11-22 11:00:41.396427,202,9,4,1,0,-1.0,1.0,282.03,282.03,0
tx_4041,acc_153,merch_0,199.5,2025-06-13 09:27:00.000000,UPI,dev_153_0,152.155.92.103,0,0,acc_153,2023-11-01 14:48:17.859828,589,9,4,1,0,-1.0,1.0,199.5,199.5,0
tx_12959,acc_486,merch_35,111.76,2025-06-13 09:39:00.000000,UPI,dev_486_0,101.95.178.25,0,0,acc_486,2024-09-17 07:27:10.433261,269,9,4,1,0,-1.0,1.0,111.76,111.76,0
tx_2397,acc_89,merch_51,219.73,2025-06-13 09:54:00.000000,internet,dev_89_0,99.124.177.68,0,0,acc_89,2024-11-16 22:09:27.743720,208,9,4,1,0,-1.0,1.0,219.73,219.73,0
tx_12348,acc_462,merch_45,281.06,2025-06-13 10:22:00.000000,UPI,dev_462_1,77.164.169.76,0,0,acc_462,2024-02-16 12:43:52.258760,482,10,4,1,0,-1.0,1.0,281.06,281.06,0
tx_6031,acc_227,merch_55,63.14,2025-06-13 10:36:00.000000,internet,dev_227_0,197.35.100.33,0,0,acc_227,2025-06-24 09:57:19.088336,-11,10,4,1,0,-1.0,1.0,63.14,63.14,0
tx_3814,acc_143,merch_52,400.63,2025-06-13 10:38:00.000000,mobile_app,dev_143_0,45.132.219.133,0,0,acc_143,2023-11-24 02:06:17.639178,567,10,4,1,0,-1.0,1.0,400.63,400.63,0
tx_9779,acc_367,merch_72,214.44,2025-06-14 08:03:00.000000,mobile_app,dev_367_1,34.18.143.18,0,0,acc_367,2024-01-11 11:29:22.489861,519,8,5,1,0,-1.0,1.0,214.44,214.44,1
tx_1301,acc_50,merch_40,70.57,2025-06-14 08:19:00.000000,mobile_app,dev_50_0,152.147.26.109,0,0,acc_50,2024-12-24 11:00:52.644921,171,8,5,1,0,-1.0,1.0,70.57,70.57,0
tx_11618,acc_436,merch_30,271.41,2025-06-14 09:07:00.000000,UPI,dev_436_0,214.158.134.128,0,0,acc_436,2023-12-23 04:09:36.906948,539,9,5,1,0,-1.0,1.0,271.41,271.41,0
tx_6095,acc_229,merch_75,224.98,2025-06-14 09:16:00.000000,mobile_app,dev_229_1,110.124.227.120,0,0,acc_229,2024-06-13 21:52:20.307250,365,9,5,1,0,-1.0,1.0,224.98,224.98,0
tx_9051,acc_340,merch_19,327.23,2025-06-14 09:18:00.000000,UPI,dev_340_0,183.216.20.80,0,0,acc_340,2024-07-06 05:48:34.046949,343,9,5,1,0,-1.0,1.0,327.23,327.23,0
tx_2012,acc_75,merch_70,55.33,2025-06-14 10:03:00.000000,mobile_app,dev_75_0,192.70.54.54,0,0,acc_75,2024-02-29 10:39:53.634910,470,10,5,1,0,-1.0,1.0,55.33,55.33,0
tx_12767,acc_478,merch_73,419.76,2025-06-14 10:11:00.000000,internet,dev_478_0,7.198.222.111,0,0,acc_478,2025-06-07 09:25:24.348745,7,10,5,1,0,-1.0,1.0,419.76,419.76,0
tx_6460,acc_243,merch_49,318.39,2025-06-14 10:21:00.000000,internet,dev_243_0,33.0.87.59,0,0,acc_243,2025-08-07 21:51:46.923946,-55,10,5,1,0,-1.0,1.0,318.39,318.39,0
tx_3938,acc_149,merch_21,174.18,2025-06-14 10:59:00.000000,internet,dev_149_1,202.75.158.0,0,0,acc_149,2024-10-29 22:50:36.803457,227,10,5,1,0,-1.0,1.0,174.18,174.18,1
tx_11029,acc_412,merch_31,462.13,2025-06-14 11:26:00.000000,UPI,dev_412_0,76.195.51.253,0,0,acc_412,2024-01-04 22:04:51.037602,526,11,5,1,0,-1.0,1.0,462.13,462.13,0
tx_9027,acc_339,merch_21,208.03,2025-06-15 07:42:00.000000,mobile_app,dev_339_0,157.176.249.144,0,0,acc_339,2023-10-03 20:32:38.114321,620,7,6,1,0,-1.0,1.0,208.03,208.03,0
tx_7890,acc_296,merch_47,477.61,2025-06-15 08:03:00.000000,mobile_app,dev_296_1,14.177.27.124,0,0,acc_296,2024-01-12 20:00:12.711436,519,8,6,1,0,-1.0,1.0,477.61,477.61,0
tx_7278,acc_274,merch_4,168.27,2025-06-15 10:08:00.000000,mobile_app,dev_274_1,29.14.178.168,0,0,acc_274,2023-10-18 21:54:34.505202,605,10,6,1,0,-1.0,1.0,168.27,168.27,0
tx_1841,acc_69,merch_64,217.94,2025-06-15 11:12:00.000000,UPI,dev_69_1,47.182.49.91,0,0,acc_69,2024-12-11 16:59:34.290306,185,11,6,1,0,-1.0,1.0,217.94,217.94,0
tx_7748,acc_291,merch_50,113.98,2025-06-16 07:36:00.000000,internet,dev_291_0,202.118.181.197,0,0,acc_291,2025-07-10 15:58:47.307331,-25,7,0,1,0,-1.0,1.0,113.98,113.98,0
tx_5420,acc_205,merch_3,97.05,2025-06-16 09:45:00.000000,mobile_app,dev_205_0,89.42.225.70,0,0,acc_205,2024-09-25 07:10:16.052344,264,9,0,1,0,-1.0,1.0,97.05,97.05,0
tx_1184,acc_45,merch_65,259.7,2025-06-16 10:33:00.000000,internet,dev_45_0,152.67.234.143,0,0,acc_45,2024-06-03 18:12:01.543206,377,10,0,1,0,-1.0,1.0,259.7,259.7,1
tx_6634,acc_250,merch_21,179.98,2025-06-16 11:09:00.000000,internet,dev_250_1,115.64.222.4,0,0,acc_250,2024-11-24 05:07:57.501117,204,11,0,1,0,-1.0,1.0,179.98,179.98,0
tx_12912,acc_484,merch_37,235.4,2025-06-16 11:55:00.000000,internet,dev_484_0,132.251.74.2,0,0,acc_484,2024-11-15 14:14:38.186834,212,11,0,1,0,-1.0,1.0,235.4,235.4,0
tx_11797,acc_442,merch_12,110.08,2025-06-17 07:45:00.000000,UPI,dev_442_0,67.27.204.20,0,0,acc_442,2025-04-20 03:30:14.506221,58,7,1,1,0,-1.0,1.0,110.08,110.08,0
tx_3033,acc_114,merch_10,385.46,2025-06-17 08:06:00.000000,UPI,dev_114_0,223.107.76.35,0,0,acc_114,2025-03-28 20:51:34.237903,80,8,1,1,0,-1.0,1.0,385.46,385.46,1
tx_2171,acc_81,merch_12,117.0,2025-06-17 09:11:00.000000,UPI,dev_81_0,30.42.197.61,0,0,acc_81,2024-12-19 23:41:28.752807,179,9,1,1,0,-1.0,1.0,117.0,117.0,0
tx_6224,acc_234,merch_62,484.66,2025-06-17 10:56:00.000000,internet,dev_234_1,141.250.116.184,0,0,acc_234,2024-07-15 13:34:00.770644,336,10,1,1,0,-1.0,1.0,484.66,484.66,0
tx_10031,acc_376,merch_68,327.22,2025-06-18 08:27:00.000000,internet,dev_376_0,69.155.179.248,0,0,acc_376,2024-03-24 16:07:03.876083,450,8,2,1,0,-1.0,1.0,327.22,327.22,0
tx_10947,acc_409,merch_4,411.4,2025-06-18 08:32:00.000000,mobile_app,dev_409_0,75.138.247.27,0,0,acc_409,2023-12-01 03:26:02.042509,565,8,2,1,0,-1.0,1.0,411.4,411.4,1
tx_10083,acc_378,merch_19,197.04,2025-06-18 09:37:00.000000,mobile_app,dev_378_0,216.122.234.130,0,0,acc_378,2024-09-21 00:00:44.903116,270,9,2,1,0,-1.0,1.0,197.04,197.04,0
tx_7170,acc_270,merch_56,148.34,2025-06-18 11:06:00.000000,UPI,dev_270_0,188.177.202.148,0,0,acc_270,2023-11-13 21:17:19.102604,582,11,2,1,0,-1.0,1.0,148.34,148.34,0
tx_6976,acc_263,merch_58,384.13,2025-06-19 07:10:00.000000,UPI,dev_263_1,130.7.30.117,0,0,acc_263,2025-04-15 02:39:28.963972,65,7,3,1,0,-1.0,1.0,384.13,384.13,0
tx_1385,acc_53,merch_70,310.61,2025-06-19 07:17:00.000000,UPI,dev_53_0,156.83.31.125,0,0,acc_53,2024-08-18 00:23:13.589262,305,7,3,1,0,-1.0,1.0,310.61,310.61,1
tx_2896,acc_108,merch_20,158.21,2025-06-19 07:51:00.000000,UPI,dev_108_0,86.29.191.66,0,0,acc_108,2024-09-12 04:38:55.097950,280,7,3,1,0,-1.0,1.0,158.21,158.21,0
tx_8200,acc_308,merch_70,108.77,2025-06-19 07:53:00.000000,mobile_app,dev_308_0,24.153.84.180,0,0,acc_308,2025-07-29 20:28:06.867485,-41,7,3,1,0,-1.0,1.0,108.77,108.77,0
tx_6144,acc_231,merch_8,95.79,2025-06-19 08:26:00.000000,UPI,dev_231_0,176.93.174.121,0,0,acc_231,2024-03-31 06:02:24.906833,445,8,3,1,0,-1.0,1.0,95.79,95.79,0
tx_75,acc_2,merch_71,445.87,2025-06-19 09:16:00.000000,UPI,dev_2_0,41.243.96.76,0,0,acc_2,2025-04-18 06:19:34.719774,62,9,3,1,0,-1.0,1.0,445.87,445.87,0
tx_10827,acc_405,merch_13,353.35,2025-06-19 09:39:00.000000,UPI,dev_405_0,62.33.70.31,0,0,acc_405,2025-02-06 00:37:14.333905,133,9,3,1,0,-1.0,1.0,353.35,353.35,0
tx_4369,acc_164,merch_62,401.89,2025-06-19 09:45:00.000000,UPI,dev_164_0,214.53.97.106,0,0,acc_164,2024-03-19 04:30:54.643514,457,9,3,1,0,-1.0,1.0,401.89,401.89,0
tx_7490,acc_281,merch_7,207.87,2025-06-19 10:33:00.000000,mobile_app,dev_281_0,165.215.26.137,0,0,acc_281,2025-09-01 04:08:18.480730,-74,10,3,1,0,-1.0,1.0,207.87,207.87,0
tx_4266,acc_161,merch_41,476.28,2025-06-20 07:25:00.000000,UPI,dev_161_0,136.99.27.135,0,0,acc_161,2025-09-07 17:41:49.074742,-80,7,4,1,0,-1.0,1.0,476.28,476.28,2
tx_3999,acc_151,merch_63,327.5,2025-06-20 07:41:00.000000,UPI,dev_151_0,52.59.158.164,0,0,acc_151,2025-02-07 09:27:32.736094,132,7,4,1,0,-1.0,1.0,327.5,327.5,0
tx_6353,acc_239,merch_38,315.58,2025-06-20 09:56:00.000000,mobile_app,dev_239_1,199.195.212.94,0,0,acc_239,2024-02-10 08:19:46.832005,496,9,4,1,0,-1.0,1.0,315.58,315.58,1
tx_6667,acc_251,merch_57,74.13,2025-06-20 10:04:00.000000,UPI,dev_251_1,5.134.27.58,0,0,acc_251,2024-05-17 14:47:34.521257,398,10,4,1,0,-1.0,1.0,74.13,74.13,0
tx_10338,acc_387,merch_78,74.76,2025-06-20 10:18:00.000000,mobile_app,dev_387_0,165.128.124.247,0,0,acc_387,2023-12-27 02:10:57.983458,541,10,4,1,0,-1.0,1.0,74.76,74.76,0
tx_13304,acc_498,merch_40,148.56,2025-06-20 11:31:00.000000,UPI,dev_498_0,189.57.42.65,0,0,acc_498,2024-04-12 07:28:07.828947,434,11,4,1,0,-1.0,1.0,148.56,148.56,0
tx_2340,acc_87,merch_10,496.25,2025-06-21 07:24:00.000000,internet,dev_87_0,17.70.138.31,0,0,acc_87,2023-12-24 09:08:38.441318,544,7,5,1,0,-1.0,1.0,496.25,496.25,0
tx_2517,acc_93,merch_55,402.97,2025-06-21 08:53:00.000000,internet,dev_93_0,222.5.12.8,0,0,acc_93,2025-01-06 08:38:29.676284,166,8,5,1,0,-1.0,1.0,402.97,402.97,1
tx_9237,acc_347,merch_35,87.91,2025-06-21 09:21:00.000000,UPI,dev_347_0,19.214.84.247,0,0,acc_347,2024-01-07 20:20:17.052069,530,9,5,1,0,-1.0,1.0,87.91,87.91,0
tx_9648,acc_362,merch_63,317.27,2025-06-21 09:41:00.000000,internet,dev_362_0,25.227.195.70,0,0,acc_362,2024-11-02 17:17:10.971378,230,9,5,1,0,-1.0,1.0,317.27,317.27,0
tx_10669,acc_399,merch_73,84.68,2025-06-21 10:34:00.000000,UPI,dev_399_0,56.24.44.122,0,0,acc_399,2024-03-25 00:29:03.709381,453,10,5,1,0,-1.0,1.0,84.68,84.68,2
tx_1711,acc_64,merch_69,480.76,2025-06-21 11:16:00.000000,internet,dev_64_0,105.213.32.106,0,0,acc_64,2024-11-10 07:45:21.261629,223,11,5,1,0,-1.0,1.0,480.76,480.76,0
tx_5712,acc_216,merch_43,99.21,2025-06-21 11:50:00.000000,UPI,dev_216_0,17.254.53.83,0,0,acc_216,2024-08-11 13:03:25.721707,313,11,5,1,0,-1.0,1.0,99.21,99.21,0
tx_2689,acc_100,merch_9,466.51,2025-06-22 09:43:00.000000,UPI,dev_100_0,137.188.23.243,0,0,acc_100,2025-03-20 22:11:43.978709,93,9,6,1,0,-1.0,1.0,466.51,466.51,0
tx_5055,acc_191,merch_31,349.11,2025-06-22 10:43:00.000000,internet,dev_191_0,42.20.144.225,0,0,acc_191,2025-01-21 01:58:19.180564,152,10,6,1,0,-1.0,1.0,349.11,349.11,0
tx_1011,acc_38,merch_77,142.03,2025-06-23 07:43:00.000000,internet,dev_38_1,205.252.63.27,0,0,acc_38,2025-06-20 16:30:58.150878,2,7,0,1,0,-1.0,1.0,142.03,142.03,0
